,Date Time,Sensor,PM10,PM2_5,NO2,NO,NOx,CO,SO2,O3,Temp,Do_Am,TocDo_Gio,Luong_Mua,Huong_Gio,Pressure,Buc_Xa
9182,1/18/2020 14:00,MinhKhai,111.47,56.96,11.23,56.49,97.54,959.8,2.32,0.42,15.7,81.2,0.5,0,106,1015,85.7
9183,1/18/2020 15:00,MinhKhai,118.22,60.29,13.9,58.85,103.83,827.2,3.66,0.06,15.6,81.4,0.7,0,111,1014.3,50.2
9184,1/18/2020 16:00,MinhKhai,128.34,64.17,13.54,60.61,106.16,675.2,3.79,0.4,15.5,83,0.5,0,107,1014.2,34.2
9185,1/18/2020 17:00,MinhKhai,126.38,63.19,13.69,61.26,107.3,891.8,2.54,0.52,15.3,84.8,0.5,0,107,1014.6,12.1
9186,1/18/2020 18:00,MinhKhai,92.2,55.35,15.03,65.61,115.27,881.8,2.8,0.18,15.1,85.6,0.2,0,115,1014.9,7
9187,1/18/2020 19:00,MinhKhai,131.9,71.1,15.66,67.11,118.21,782.2,4.06,0.2,15.2,84.8,0.3,0,106,1015.4,7.2
9188,1/18/2020 20:00,MinhKhai,127.2,73.15,13.81,66.55,115.52,977.9,3.04,0.7,15.4,83.7,0.3,0,94,1016.2,7
9189,1/18/2020 21:00,MinhKhai,164.17,83.91,14.88,67.24,117.64,1057.2,2.22,0.36,15.3,84.3,0.2,0,118,1016.8,6.9
9190,1/18/2020 22:00,MinhKhai,170.84,87.32,16.5,70.08,123.58,935.7,3.63,0.12,15.2,85.2,0.2,0,128,1017.2,6.9
9191,1/18/2020 23:00,MinhKhai,188.37,96.28,15.26,68.84,120.44,835.4,3.79,0.46,15.1,85.1,0.4,0,108,1017.2,7.4
9192,1/19/2020 0:00,MinhKhai,175.79,89.85,13.22,65.06,112.63,953.8,2.54,0.48,15.2,84.8,0.4,0,103,1017.2,6.8
9193,1/19/2020 1:00,MinhKhai,158.5,81.01,15.34,67.19,118,812.6,2.83,0.16,15.1,85.6,0.3,0,98,1017.1,7.1
9194,1/19/2020 2:00,MinhKhai,140.08,71.6,14.36,69.44,120.44,622.8,4.19,0.26,15.3,85.3,0.3,0,93,1017,7.3
9195,1/19/2020 3:00,MinhKhai,118.31,60.47,9.63,58.21,98.58,839.7,2.75,0.64,15.1,84.1,0.4,0,97,1016.9,7.7
9196,1/19/2020 4:00,MinhKhai,112.89,57.7,11.48,62.51,107,856.9,2.22,0.4,15,83.7,0.3,0,88,1017.1,7.4
9197,1/19/2020 5:00,MinhKhai,94.22,48.16,13.47,65.29,113.22,749.4,3.66,0.04,14.8,82.3,0.4,0,95,1017.6,7.3
9198,1/19/2020 6:00,MinhKhai,90.96,45.48,13.03,63.2,109.6,707.4,3.92,0.34,14.6,81.9,0.3,0,84,1018.7,6.7
9199,1/19/2020 7:00,MinhKhai,84.37,41.34,12.24,63.41,109.14,784.3,2.4,0.52,14.3,82.4,0.2,0,77,1019.6,9.3
9200,1/19/2020 8:00,MinhKhai,71.49,36.53,13.37,64.64,112.14,779.5,3.07,0.12,14.3,81.3,0.2,0,89,1020.6,21.6
9201,1/19/2020 9:00,MinhKhai,64.61,33.03,11.88,56.86,98.77,602.7,3.71,0.26,14.6,71.5,0.4,0,88,1021.5,45.8
9202,1/19/2020 10:00,MinhKhai,61.16,29.97,13.22,60.11,105.09,1645,3.47,0.62,14.6,73.8,0.3,0,86,1022.1,60.1
9203,1/19/2020 11:00,MinhKhai,59.08,30.84,10.07,57.13,97.35,1418.9,2.7,0.48,14.9,70.5,0.2,0,84,1021.6,98.4
9204,1/19/2020 12:00,MinhKhai,58.62,31.07,12.74,59.21,103.2,1120.3,3.58,0.08,15.2,70.9,,0,42,1020.7,95
9205,1/19/2020 13:00,MinhKhai,56.03,31.74,12.47,51.8,91.62,1014.9,3.9,0.54,15.3,67,0.3,0,72,1019.6,77.1
9206,1/19/2020 14:00,MinhKhai,52.26,29.53,10.93,48.06,84.36,998.5,2.48,0.58,15.3,64.6,0.2,0,82,1018.7,66.6
9207,1/19/2020 15:00,MinhKhai,41.4,25,12.45,51.85,91.7,889.4,2.86,0.14,15.6,64.5,0.5,0,103,1018.4,67.3
9208,1/19/2020 16:00,MinhKhai,28.75,21.58,13.22,50.51,90.4,608.7,3.79,0.28,15.5,64.8,0.5,0,94,1018.4,35
9209,1/19/2020 17:00,MinhKhai,32.99,19.51,13.16,53.28,94.56,830.4,2.51,0.7,15.5,66.9,0.3,0,113,1018.7,17.7
9210,1/19/2020 18:00,MinhKhai,33.09,26.4,13.81,51.8,92.96,862.8,2.08,0.4,15.3,68.6,0.2,0,105,1019,7.3
9211,1/19/2020 19:00,MinhKhai,59.28,33.95,14.94,54.38,98.02,671.3,3.74,0.14,15,69.8,0.3,0,112,1019.5,7
9212,1/19/2020 20:00,MinhKhai,73.55,39.65,13.83,52.94,94.72,707,3.84,0.48,15,69.3,0.1,0,105,1019.9,7.1
9213,1/19/2020 21:00,MinhKhai,39.83,22.14,13.87,52.39,93.91,769.5,2.35,0.46,14.5,74.3,0.4,0,117,1020.1,6.4
9214,1/19/2020 22:00,MinhKhai,50.55,26.99,13.94,52.95,94.85,680.5,3.1,0.1,14.3,75.3,0.4,0,117,1020.2,7.1
9215,1/19/2020 23:00,MinhKhai,49.01,27.26,14.31,55.38,98.94,644.1,3.98,0.3,14,79.8,0.3,0,118,1020.3,7
9216,1/20/2020 0:00,MinhKhai,45.49,36.05,13.35,54.86,97.18,701.7,2.75,0.6,13.8,82.8,,0,127,1019.8,7.3
9217,1/20/2020 1:00,MinhKhai,42.74,25.51,13.56,54.19,96.36,837.8,2.75,0.36,13.7,82.8,0.2,0,123,1019.2,7.6
9218,1/20/2020 2:00,MinhKhai,43.63,32.41,13.69,53.44,95.35,639.6,3.92,0.12,13.8,81.6,0.3,0,314,1019,7.4
9219,1/20/2020 3:00,MinhKhai,45.26,37.37,13.31,53.45,94.97,746.6,4.03,0.54,13.9,82.3,0.1,0,111,1018.2,7
9220,1/20/2020 4:00,MinhKhai,46.42,35.56,12.91,52.58,93.25,810.1,2.91,0.52,13.8,80.7,0.2,0,110,1018.3,7.5
9221,1/20/2020 5:00,MinhKhai,50.28,31.79,13.22,53.85,95.52,746.2,3.55,0.14,13.9,80,0.1,0,121,1018.4,7.3
9222,1/20/2020 6:00,MinhKhai,36.06,24.17,13.79,53.89,96.11,616.1,4.22,0.34,13.9,76.3,1.5,0,77,1016.6,6.4
9223,1/20/2020 7:00,MinhKhai,42,29.34,13.96,57.18,101.34,749.1,3.74,0.56,14.2,79.6,,0,298,1019.6,9.3
9224,1/20/2020 8:00,MinhKhai,43.93,29.14,15.17,60.31,107.32,699.9,5.13,0.08,14,79.1,0.4,0,107,1020.5,15
9225,1/20/2020 9:00,MinhKhai,55.2,49.85,14.88,64.65,113.66,934.1,4.54,0.05,14.3,77.7,0.1,0,86,1021.5,33.7
9226,1/20/2020 10:00,MinhKhai,89.67,50.07,22.96,86.51,155.15,1127.1,4.3,0.64,14.5,79.5,0.1,0,350,1021.7,56.1
9227,1/20/2020 11:00,MinhKhai,102.79,59.95,20.88,84.61,150.16,1169.7,3.02,0.4,14.7,81.1,0.2,0,101,1021,87.4
9228,1/20/2020 12:00,MinhKhai,122.31,71.76,12.19,36.76,68.34,1008.6,3.52,0.18,15,80.4,0.1,0.01,110,1019.9,83.7
9229,1/20/2020 13:00,MinhKhai,79.46,42.86,8.73,22.6,43.26,811,4.19,0.28,14.9,80.9,0.4,0,116,1018.9,54.3
9230,1/20/2020 14:00,MinhKhai,82.32,47.73,8.21,27.29,49.91,918.4,3.2,0.68,15.1,80.6,0.3,0,105,1018.1,67.9
9231,1/20/2020 15:00,MinhKhai,64.41,46.17,12.3,37.71,69.91,936.2,2.7,0.26,15.4,80,0.4,0,113,1017.3,43.5
9232,1/20/2020 16:00,MinhKhai,61.05,41.5,15.32,46.88,86.94,743.6,4.14,0.16,15.3,80.1,0.6,0,106,1017.1,32.5
9233,1/20/2020 17:00,MinhKhai,98.92,63.98,14.99,53.41,96.61,938.9,4.06,0.68,15.1,82.6,0.4,0,102,1017.1,10.4
9234,1/20/2020 18:00,MinhKhai,119.67,61.14,14,50.46,91.11,1085.3,2.75,0.4,15,83,0.7,0,113,1017.6,7
9235,1/20/2020 19:00,MinhKhai,154.17,76.02,19.81,64.2,117.89,1028.3,3.95,0.12,15,84.9,0.2,0,113,1017.9,6.8
9236,1/20/2020 20:00,MinhKhai,137.4,80.93,21.74,69.1,127.32,1045,4.62,0.48,15,84.6,0.2,0,104,1018.5,7.1
9237,1/20/2020 21:00,MinhKhai,161.07,84.11,24.45,72,134.46,1172.8,3.39,0.58,15.1,84.2,0.1,0,101,1019.4,7.4
9238,1/20/2020 22:00,MinhKhai,191.82,100.17,25.25,74.46,139.05,1159.9,3.2,0.2,15.1,85.1,,0,109,1019.7,7
9239,1/20/2020 23:00,MinhKhai,209.77,109.54,28.33,76.2,144.76,983.9,4.46,0.18,14.9,85.5,0.1,0,103,1019.7,7.1
9240,1/21/2020 0:00,MinhKhai,212.24,110.83,37.3,77.25,155.32,1070.8,4.03,0.64,15,86,0.3,0,113,1019.2,6.9
9241,1/21/2020 1:00,MinhKhai,191.17,99.83,30.42,70.53,138.2,1190.4,2.13,0.13,15,83.6,0.6,0,111,1019.7,7.2
9242,1/21/2020 2:00,MinhKhai,210.46,109.9,24.38,65.67,124.71,1517.1,4.37,0.26,15.1,83.4,0.4,0,116,1019.2,7.2
9243,1/21/2020 3:00,MinhKhai,217.14,113.39,25.06,75.9,140.99,1382.7,4.54,0.41,15.2,83.5,0.5,0,118,1019.7,7.2
9244,1/21/2020 4:00,MinhKhai,253.16,132.2,26.9,72.72,138,1019.9,3.92,0.67,15.3,83.7,0.2,0,113,1019.3,7.2
9245,1/21/2020 5:00,MinhKhai,231.54,120.91,23.39,60.53,115.9,919.9,3.96,0.33,15.3,84.3,0.2,0,251,1018.3,7.2
9246,1/21/2020 6:00,MinhKhai,205.37,109.46,26.15,76.18,142.62,1124.1,3.67,0.56,15.4,84.7,0.1,0,272.4,1019.9,7.2
9247,1/21/2020 7:00,MinhKhai,213.91,113.8,21.81,70.32,143.25,2093.4,4.2,0.33,15.4,85.1,1,0,233.8,1020.4,12.2
9248,1/21/2020 8:00,MinhKhai,185.25,96.7,19.56,62.01,114.31,2093.2,3.22,0.36,15.7,85.1,0.7,0,305,1017.2,52.3
9249,1/21/2020 9:00,MinhKhai,173.17,91.22,20.88,95.32,155.41,3542.1,1.32,0.54,16,88.4,0.4,0,342,1017,76.2
9250,1/21/2020 10:00,MinhKhai,143.71,84.9,50.34,63.07,135.77,3266.9,2.33,0.65,18.2,83,0.1,0,301,1017.9,118.4
9251,1/21/2020 11:00,MinhKhai,139.95,80.27,55.43,67.19,143.67,3011.3,3.12,0.05,18.3,75.1,0.4,0,287,1018.1,196.3
9252,1/21/2020 12:00,MinhKhai,159.8,90.21,65.32,56.03,163.21,3420.1,2.65,0.55,19.4,71.2,0.1,0,234,1017.2,201.3
9253,1/21/2020 13:00,MinhKhai,151.48,99.98,23.48,24.78,101.35,1552.5,2.77,0.46,19.8,69.4,1.4,0,149,1017.2,410.2
9254,1/21/2020 14:00,MinhKhai,219.69,114.68,24.13,56.21,129.45,1420.4,3.23,0.67,20.7,67.6,0.4,0,203.1,1016.4,398.2
9255,1/21/2020 15:00,MinhKhai,228.49,120.31,27.34,56.06,139.56,1563.4,1.6,3.92,21,68.9,0.4,0,46,1014.3,267.3
9256,1/21/2020 16:00,MinhKhai,241.85,126.32,33.58,23.25,69.12,4218.5,4.83,1.36,22.3,67.6,0.5,0,137,1014.9,136.9
9257,1/21/2020 17:00,MinhKhai,251.78,134.2,30.31,45.01,99.09,5235.1,4.54,0.8,21.7,71.2,0.5,0,151,1014.9,52.4
9258,1/21/2020 18:00,MinhKhai,263.06,161.4,21.93,29.55,67.08,4346.4,3.2,0.58,20.5,76.2,0.2,0,111,1015.7,10.5
9259,1/21/2020 19:00,MinhKhai,280.3,172,25.42,67.99,129.31,4666.4,3.82,0.04,20.4,78.9,0.2,0,137,1015.9,7.4
9260,1/21/2020 20:00,MinhKhai,294.45,180.6,22.12,63.18,118.65,3960.5,3.92,0.01,20.7,79.6,0.3,0,155,1016,4.7
9261,1/21/2020 21:00,MinhKhai,231.68,154.37,17.76,60.36,109.98,3349.8,3.6,0.58,20.3,77.6,0.7,0,325,1016.9,7.5
9262,1/21/2020 22:00,MinhKhai,237.46,172.31,20.88,87.24,154.18,3356.5,3.39,0.26,19.2,79.5,0.7,0,324,1017.3,7.1
9263,1/21/2020 23:00,MinhKhai,233.12,187.1,19.69,92.84,161.55,3018.4,3.82,0.28,19.1,79.2,0.2,0,320,1017.2,7.1
9264,1/22/2020 0:00,MinhKhai,196.19,131.63,11.1,59.09,101.38,2493.4,3.52,0.62,18.8,79.9,0.1,0,179,1017,8
9265,1/22/2020 1:00,MinhKhai,174.37,121.37,13.62,72.81,124.88,1651.5,2,0.4,18.6,79.8,,0,282,1016.2,7.6
9266,1/22/2020 2:00,MinhKhai,180.99,123.57,21.05,106.13,183.21,1670.7,2.91,0.08,18.4,81.4,0.3,0,330,1015.8,7.1
9267,1/22/2020 3:00,MinhKhai,210.97,110.63,18.58,96.98,166.76,1428.9,3.1,0.26,18,85,0.3,0,315,1015.2,7.2
9268,1/22/2020 4:00,MinhKhai,188.39,101.24,12.59,71.95,122.51,1617.5,2,0.58,17.9,86.1,0.1,0,271,1014.8,7.4
9269,1/22/2020 5:00,MinhKhai,184.91,104.2,18.91,101.86,174.55,1419.4,2.11,0.16,17.8,86.5,0.5,0,330,1014.8,7.3
9270,1/22/2020 6:00,MinhKhai,157.8,84.43,19.41,107.19,183.19,1628.1,3.12,0.2,17.9,86.9,0.1,0,311,1015.4,5.4
9271,1/22/2020 7:00,MinhKhai,164.47,89.83,17,97.34,165.73,1918.8,2.8,0.6,17.8,87.2,0.5,0,331,1016,6
9272,1/22/2020 8:00,MinhKhai,157.46,82.41,18.43,99.65,170.7,1908,2.11,0.38,17.8,87.5,0.7,0,330,1016.7,20
9273,1/22/2020 9:00,MinhKhai,149.92,88.81,20.67,109.55,188.06,1975.4,2.91,0.1,18,87.7,,0,214,1017.5,36.5
9274,1/22/2020 10:00,MinhKhai,134.62,79.79,18.76,102.54,175.41,2300.9,3.2,0.16,18.4,87,,0,172,1017.7,116.4
9275,1/22/2020 11:00,MinhKhai,116.43,69.89,15.05,72.04,125.12,1981.7,2.27,0.52,19.1,83.1,0.3,0,326,1017,139.5
9276,1/22/2020 12:00,MinhKhai,125.39,80.83,19.14,102.13,175.19,2010.6,2.48,0.24,20,79.8,0.1,0,255,1015.8,160.5
9277,1/22/2020 13:00,MinhKhai,139.73,83.72,20.78,98.33,171.02,1975.7,3.1,0.24,20.7,77.6,,0,82,1014.4,288.2
9278,1/22/2020 14:00,MinhKhai,149.25,105.89,16.18,49.66,92.08,2458,2.64,0.74,22,74,,0,104,1013,287.9
9279,1/22/2020 15:00,MinhKhai,173.43,115.75,26.13,78.41,145.94,3286.2,3.34,0.28,23.9,70.8,0.4,0,157,1012,200.8
9280,1/22/2020 16:00,MinhKhai,181.13,118.71,25.19,73.49,137.48,4427.5,3.76,0.38,24.2,69.7,0.4,0,156,1011.8,94.4
9281,1/22/2020 17:00,MinhKhai,178.66,117.38,19.37,68.88,124.61,2981.3,2.64,0.62,24.1,68,0.6,0,126,1012,29.5
9282,1/22/2020 18:00,MinhKhai,134.84,71.13,19.75,81.49,144.26,2331.5,3.76,0.56,23.7,69.7,0.7,0,124,1012.3,7
9283,1/22/2020 19:00,MinhKhai,129.02,73.57,16.1,61.59,110.21,1786.4,4.33,0.24,23.4,71.2,0.6,0,112,1012.9,7
9284,1/22/2020 20:00,MinhKhai,123.91,68.58,16.48,73.15,128.26,1572.6,3.34,0.54,23.1,73.1,0.8,0,112,1013.4,7
9285,1/22/2020 21:00,MinhKhai,101.74,75.53,16.85,78.59,136.93,1316.5,3.6,0.72,23.2,68.8,0.6,0,133,1014.1,6.3
9286,1/22/2020 22:00,MinhKhai,100.92,71.64,29.97,140.85,245.19,1152.9,3.66,,23,72,0.7,0,116,1014.4,6.4
9287,1/22/2020 23:00,MinhKhai,95.73,63.26,16.04,74.24,129.48,779.4,3.58,0.4,22.7,76.6,0.6,0.02,114,1014.4,6.3
9288,1/23/2020 0:00,MinhKhai,96.87,54.79,16.29,87.58,150.11,498,2.94,0.54,22.5,78.3,0.6,0,116,1014,5.1
9289,1/23/2020 1:00,MinhKhai,83.1,55.27,23.45,128.55,219.9,915.1,2.96,0.48,22.3,78,0.6,0,115,1013.7,5.2
9290,1/23/2020 2:00,MinhKhai,74.17,55.68,17.78,83.29,145.06,725.2,3.5,0.2,21.9,80,0.5,0,132,1013.1,6.1
9291,1/23/2020 3:00,MinhKhai,80.95,51.52,14.57,86.14,146.19,771.3,2.46,0.36,22,81.5,0.6,0,123,1012.6,4.3
9292,1/23/2020 4:00,MinhKhai,72.15,43.98,13.79,91.41,153.47,991.3,2.83,0.6,21.9,82.9,0.5,0,139,1011.9,4.9
9293,1/23/2020 5:00,MinhKhai,70.85,45.79,31.36,184.71,313.6,972.5,3.28,0.12,21.9,82.6,0.6,0,132,1012,5.7
9294,1/23/2020 6:00,MinhKhai,71.42,44.21,17.48,114.2,191.97,1486.4,3.18,0.48,22,81.8,0.5,0,128,1012.6,5.6
9295,1/23/2020 7:00,MinhKhai,76.34,45.82,19.21,115,194.93,1923.7,2.54,0.52,22,81.9,0.6,0,126,1013.3,10.3
9296,1/23/2020 8:00,MinhKhai,74.65,41.59,31.52,174.56,298.25,1677.6,3.44,0.44,22.3,80.4,0.6,0,119,1013.3,39.8
9297,1/23/2020 9:00,MinhKhai,76.51,49.06,22.37,118.53,203.45,2701.9,3.66,0.2,22.6,80.3,0.6,0,130,1015.2,104
9298,1/23/2020 10:00,MinhKhai,90.73,50.07,20.9,126.83,214.68,2372.7,2.78,0.5,23.7,75.5,0.7,0,136,1015.3,289.4
9299,1/23/2020 11:00,MinhKhai,97.91,50.64,21.47,105,181.91,2190.1,3.34,0.58,25.2,68.7,0.8,0,128,1014.6,277.4
9300,1/23/2020 12:00,MinhKhai,92.07,55.12,27.92,112.08,199.19,1555.4,2.78,0.04,26.1,63.6,0.9,0,163,1013.4,600.5
9301,1/23/2020 13:00,MinhKhai,94,50.53,14.4,70.16,121.61,1256.2,2.88,1.02,27,58,1.2,0,165,1011.8,508
9302,1/23/2020 14:00,MinhKhai,85.65,58.17,15.89,70.08,122.97,1252.6,2.8,0.94,27.1,58,0.8,0,147,1010.7,187.1
9303,1/23/2020 15:00,MinhKhai,62.18,47.49,18.89,85.06,148.87,1342.2,3.15,0.88,26.3,62.1,1.1,0,118,1009.9,237.5
9304,1/23/2020 16:00,MinhKhai,63.47,45.81,18.85,74.58,132.8,1090.2,3.28,0.76,26,61.2,0.9,0,128,1009.7,146.3
9305,1/23/2020 17:00,MinhKhai,61.03,42.49,18.55,90.51,156.85,1401.9,2.72,0.8,25.3,65.5,0.8,0,134,1010.1,33.9
9306,1/23/2020 18:00,MinhKhai,70.6,42.77,17.8,82.5,143.86,1087.6,2.94,1.08,24.7,65.3,1.1,0,116,1010.7,7.1
9307,1/23/2020 19:00,MinhKhai,65,46.35,26.05,106.19,188.31,1087.5,2.96,0.26,24.3,68.5,1,0,114,1011.6,7.1
9308,1/23/2020 20:00,MinhKhai,76.22,43.3,15.74,82.86,142.33,835.9,2.75,0.6,23.9,72.4,0.8,0,121,1012.6,7
9309,1/23/2020 21:00,MinhKhai,79.6,49.47,16.64,100.04,169.49,861.4,2.51,0.68,23.6,75.4,1,0,114,1013.2,6.7
9310,1/23/2020 22:00,MinhKhai,57.67,36.36,18.36,105.95,180.25,878.2,2.78,0.58,22.9,81.4,0.5,0,154,1013.6,7.4
9311,1/23/2020 23:00,MinhKhai,64.38,50.72,11.77,80.35,134.54,449.2,2.99,0.2,21.9,84.2,0.4,0,103,1013.5,7
9312,1/24/2020 0:00,MinhKhai,62.36,49.44,13.56,92.64,155.11,562.8,2,0.54,22,85.2,0.4,0,114,1013.3,7.1
9313,1/24/2020 1:00,MinhKhai,48.65,40.43,10.1,77.29,128.2,558,3.12,0.74,22,85.2,0.5,0,112,1013,6.8
9314,1/24/2020 2:00,MinhKhai,46.75,36.23,24.58,134.89,230.69,590.4,3.74,,22.1,84.5,0.4,0,118,1012.6,6.9
9315,1/24/2020 3:00,MinhKhai,46.86,27.49,11.82,90.95,150.79,627.8,3.42,0.58,22.3,83.3,0.5,0,130,1012.2,6.6
9316,1/24/2020 4:00,MinhKhai,45.49,29.62,12.89,93.99,156.49,852.4,3.02,0.76,22.3,83.5,0.5,0,128,1011.9,6.5
9317,1/24/2020 5:00,MinhKhai,46.6,27.15,28.33,196.65,328.81,690.9,3.76,0.3,22.1,84.5,0.5,0,115,1012,6.6
9318,1/24/2020 6:00,MinhKhai,45.2,31.39,13.29,91.35,152.86,671.3,3.76,0.44,22.1,84.1,0.6,0,110,1012.6,6.3
9319,1/24/2020 7:00,MinhKhai,64.95,35.98,14.17,95.74,160.44,613.5,2.99,0.66,22,84.6,0.8,0,110,1013.5,8.5
9320,1/24/2020 8:00,MinhKhai,57.36,31.78,13.03,93.36,155.67,722.2,3.2,0.66,21.8,86,0.5,0.01,105,1014.1,21.7
9321,1/24/2020 9:00,MinhKhai,63.99,35.45,22.19,125.59,214.07,1019.3,3.84,0.46,22.1,86.2,0.7,0,133,1014.8,47.1
9322,1/24/2020 10:00,MinhKhai,61.06,33.83,14.63,98.14,164.58,1296.2,3.34,0.54,22.7,83.4,0.8,0,118,1015,104.9
9323,1/24/2020 11:00,MinhKhai,58.38,32.34,19.08,116.24,196.69,1422.5,3.26,0.64,23.1,80.6,1,0,120,1014.3,76
9324,1/24/2020 12:00,MinhKhai,53.9,29.86,23.38,133.38,227.18,958,3.52,0.42,22.4,83.3,1,0,114,1012.9,68.5
9325,1/24/2020 13:00,MinhKhai,67.62,37.46,15.68,93.45,158.47,996.8,3.82,0.28,22.3,84,0.7,0,178,1011.9,51
9326,1/24/2020 14:00,MinhKhai,43.22,22.84,11.56,79.94,133.72,1067.7,2.88,0.46,22.2,86.2,0.3,0.04,121,1011.4,33.7
9327,1/24/2020 15:00,MinhKhai,37.46,22.94,14.23,87.66,148.18,974.6,3.23,0.7,22,86.9,0.7,0,113,1010.6,23
9328,1/24/2020 16:00,MinhKhai,37.7,20.92,19.69,102.05,175.62,964,3.76,0.14,22.3,86.9,1.1,0.03,116,1009.7,63.8
9329,1/24/2020 17:00,MinhKhai,34.72,19.93,14.42,90.68,152.95,787.9,3.15,0.32,21.9,85.5,0.9,0,109,1010.2,11.4
9330,1/24/2020 18:00,MinhKhai,31.62,24.1,14.34,93.48,157.17,621.6,3.04,0.76,21.7,86.2,1.1,0.05,96,1010.1,5.3
9331,1/24/2020 19:00,MinhKhai,24.65,17.27,9.76,61.93,104.4,700.8,2.43,0.8,21.4,87.3,0.6,0.05,106,1011.9,7.5
9332,1/24/2020 20:00,MinhKhai,31.57,23.57,18.41,74.85,132.78,558.2,2.22,0.24,21.3,87.9,0.9,0,109,1012.1,6.1
9333,1/24/2020 21:00,MinhKhai,30.53,16.62,11.44,65.45,111.45,432.4,2.16,0.22,21.4,88,0.3,0.02,100,1012.6,5.3
9334,1/24/2020 22:00,MinhKhai,42.35,21.62,8.44,54.33,91.47,745,1.58,0.7,21.4,88.1,0.5,4.9,144,1013,4.9
9335,1/24/2020 23:00,MinhKhai,25.67,20.62,17.19,79.89,139.26,585.6,1.76,0.56,20,86.8,0.4,0,112,1012.7,7.3
9336,1/25/2020 0:00,MinhKhai,21.4,15.43,16.31,79.18,137.31,404.1,2.35,0.44,19.9,86.4,0.6,0,107,1012.4,7.6
9337,1/25/2020 1:00,MinhKhai,15.38,21.18,7.91,49.03,82.82,871,2.4,0.9,20.2,86.8,0.2,0,110,1011.9,7.8
9338,1/25/2020 2:00,MinhKhai,24.8,24.17,8.73,45.5,78.25,942.3,1.66,0.66,20.8,86.7,0.9,0,105,1011.3,7.9
9339,1/25/2020 3:00,MinhKhai,78.91,44.49,13.69,65.73,114.12,683.6,2.27,0.14,20.8,86.8,0.9,0.02,107,1010.7,7.7
9340,1/25/2020 4:00,MinhKhai,53.37,48.19,12.74,68.86,117.96,609.5,2.78,0.12,20.8,86.7,0.5,0,112,1010.5,7.5
9341,1/25/2020 5:00,MinhKhai,47.76,46.86,7.79,43.1,73.65,565.5,1.71,0.76,20.8,86.5,0.6,0,110,1010.7,7.5
9342,1/25/2020 6:00,MinhKhai,45.19,40.34,10.98,61.58,105.07,609.9,1.84,0.34,20.7,86.4,0.6,0,99,1010.6,7.6
9343,1/25/2020 7:00,MinhKhai,49.5,41.67,14.04,66.01,114.89,498,2.4,0.24,20.7,86,0.6,0,98,1011,12.3
9344,1/25/2020 8:00,MinhKhai,42.23,37.52,9.87,47.45,82.38,421.8,2.24,0.58,20.8,85.7,0.8,0,108,1011.5,21.5
9345,1/25/2020 9:00,MinhKhai,67.92,39.03,13.37,66.09,114.35,631.3,2.27,0.42,21.3,83.4,0.7,0,103,1012,120.4
9346,1/25/2020 10:00,MinhKhai,51.2,35.28,10.98,62.28,106.14,559.6,2.75,0.38,21.2,81.4,0.9,0,101,1013.1,60.9
9347,1/25/2020 11:00,MinhKhai,39.8,24.75,10.81,69.53,117.03,665.7,2.54,0.5,19.8,72.7,1.6,0,103,1012.9,144.3
9348,1/25/2020 12:00,MinhKhai,30.86,18.28,9.82,55.36,94.41,730.5,1.71,0.74,18.1,75.8,0.7,0.26,92,1012.4,38.9
9349,1/25/2020 13:00,MinhKhai,14.6,13.2,13.27,70.88,121.55,804.7,2.06,0.28,17.8,75.9,0.7,0,95,1011,183.8
9350,1/25/2020 14:00,MinhKhai,10.85,10.12,15.28,71.26,124.17,721.9,2.67,0.24,16.6,78.6,0.6,0.01,101,1011.4,111.3
9351,1/25/2020 15:00,MinhKhai,8.96,7.54,11.1,58.14,99.91,839,2.24,0.8,16.4,73.2,0.7,0,92,1010.7,54.3
9352,1/25/2020 16:00,MinhKhai,6.27,6.36,10.7,54.98,94.7,915.5,1.66,0.56,15.3,77.7,0.6,0.78,82,1011.6,92.7
9353,1/25/2020 17:00,MinhKhai,4.39,4.45,13.08,57.81,101.42,888.1,2.16,0.08,14.6,77.5,0.7,0,99,1012.9,18.7
9354,1/25/2020 18:00,MinhKhai,3.94,4.5,12.78,47.86,85.89,836.2,2.54,0.38,14.9,71.5,0.5,0.04,86,1013.7,7.7
9355,1/25/2020 19:00,MinhKhai,17.01,8.92,15.72,49.03,90.63,974.9,1.74,0.74,13.8,78.3,0.4,0.02,351,1014.4,7.3
9356,1/25/2020 20:00,MinhKhai,11.94,6.26,13.49,37.59,91.2,997.8,1.58,0.24,13.1,82,0.4,0,,1015.8,6.3
9357,1/25/2020 21:00,MinhKhai,13.57,7.12,12.63,35.32,85.57,920.1,2.38,0.28,13.2,83.7,0.5,1,88,1016.1,6.7
9358,1/25/2020 22:00,MinhKhai,12.81,6.72,13.09,48.05,86.08,898.7,2.64,0.58,12.8,83.1,0.2,0.01,72,1017.5,6.3
9359,1/25/2020 23:00,MinhKhai,13.88,7.28,13.7,55.78,95.42,756.6,3.28,0.08,13,81.7,0.1,0,208,1018,6.2
9360,1/26/2020 0:00,MinhKhai,12.16,6.38,13.15,61.7,99.68,776.4,2.91,0.48,13.4,74.9,0.2,0,12,1018,7.5
9361,1/26/2020 1:00,MinhKhai,11.63,6.1,13.91,46.79,87.32,667.1,2.72,0.42,12.9,75.6,0.3,0,105,1017.6,7
