,Date Time,Sensor,PM10,PM2_5,NO2,NO,NOx,CO,SO2,O3,Temp,Do_Am,TocDo_Gio,Luong_Mua,Huong_Gio,Pressure,Buc_Xa
0,1/1/2019 0:00,MinhKhai,73.12,46.79,19.73,7.01,30.45,1336.1,3.34,0.32,11.6,65.6,0.4,0,112,1027.6,
1,1/1/2019 1:00,MinhKhai,89.45,58.03,19.27,6.31,28.92,1186.4,2.32,0.44,11.5,66.8,0.3,0,112,1027.5,
2,1/1/2019 2:00,MinhKhai,48.76,29.86,18.2,6.49,28.12,1086.2,1.98,0.36,11.5,68.1,0.3,0,120,1027.1,
3,1/1/2019 3:00,MinhKhai,39.31,24.35,17.08,6,26.26,802.8,0.48,0.28,11.4,66.3,0.4,0,94,1026.7,
4,1/1/2019 4:00,MinhKhai,47.27,28.79,17.08,5.08,24.83,812.5,0.39,0.4,11.2,66.2,0.4,0,100,1026.3,
5,1/1/2019 5:00,MinhKhai,48.09,28.8,16.71,4.99,24.31,834.2,1.22,0.54,11.1,64,0.3,0,89,1026.4,
6,1/1/2019 6:00,MinhKhai,26.45,15.43,16.54,4.53,23.45,630.5,1.06,0.32,11,64.4,0.2,0,96,1027,
7,1/1/2019 7:00,MinhKhai,44.67,26.25,16.81,4.28,23.34,662.7,0.43,0.34,10.9,65.2,0.3,0,102,1027.7,
8,1/1/2019 8:00,MinhKhai,58.12,35.36,16.48,4.51,23.38,715.1,0.98,0.62,11,64.6,0.3,0,102,1028.7,
9,1/1/2019 9:00,MinhKhai,79.32,49.85,17.02,4.58,24.01,707.6,1.78,0.56,11.2,64.8,0.2,0,93,1029.3,
10,1/1/2019 10:00,MinhKhai,49.12,29.43,17.32,5.04,25.02,1909.5,0.67,0.38,11.6,62.3,0.3,0,80,1029.5,
11,1/1/2019 11:00,MinhKhai,76.34,47.6,17.88,3.69,23.49,1596.2,0.56,0.88,12.1,60,0.1,0,48,1028.7,
12,1/1/2019 12:00,MinhKhai,73.09,44.01,18.07,3,22.65,1433.4,0.23,0.74,12.3,59.6,0.3,0,76,1027.4,
13,1/1/2019 13:00,MinhKhai,58.32,35.78,18.11,2.11,21.33,1055,0.03,0.94,12.2,59.7,0.6,0,92,1026.1,
14,1/1/2019 14:00,MinhKhai,47.23,26.89,17.57,2.9,22.02,1008.3,0.56,0.82,12.7,58.6,0.4,0,82,1025.1,
15,1/1/2019 15:00,MinhKhai,55.12,35.61,18.01,2.54,21.89,1014.5,0.34,0.98,13.2,58.8,0.2,0,78,1024.7,
16,1/1/2019 16:00,MinhKhai,57.98,36.58,18.64,2.78,22.88,933,0.87,0.74,13,59.5,0.5,0,96,1025.1,
17,1/1/2019 17:00,MinhKhai,37.32,23.74,19.18,3.71,24.85,798.9,0.56,0.38,12.6,60.8,0.3,0,98,1025.8,
18,1/1/2019 18:00,MinhKhai,55.78,35.77,19.65,3.93,25.65,939,0.23,0.64,12.3,62.1,0.2,0,100,1026.2,
19,1/1/2019 19:00,MinhKhai,79.32,50.99,19.71,4.49,26.57,994.4,0.12,0.42,12.1,63.7,0.3,0,113,1026.9,
20,1/1/2019 20:00,MinhKhai,65.09,40.62,19.29,4.66,26.4,803.8,0.08,0.2,12,65,0.3,0,107,1027.2,
21,1/1/2019 21:00,MinhKhai,37.11,23.03,19.62,4.21,26.07,806.8,0.83,0.36,12.1,64.2,0.2,0,104,1027.5,
22,1/1/2019 22:00,MinhKhai,29.5,18.65,19.73,4.7,26.91,864.1,0.78,0.48,12,65.4,0.2,0,107,1027.6,
23,1/1/2019 23:00,MinhKhai,76.98,48.13,19.62,5.53,28.06,791.7,0.45,0.3,11.9,67.3,0.2,0,112,1027.7,
24,1/2/2019 0:00,MinhKhai,43.39,25.69,19.62,5.41,27.89,778.7,0.64,0.34,12,65.2,0.2,0,93,1027,
25,1/2/2019 1:00,MinhKhai,33.56,21.39,20.07,5.13,27.92,830.2,0.34,0.44,11.7,66.3,,0,33,1026.1,
26,1/2/2019 2:00,MinhKhai,36.12,22.38,19.65,4.06,25.86,878.2,0.99,0.48,11.8,63.4,0.2,0,102,1026.5,
27,1/2/2019 3:00,MinhKhai,38.97,23.54,19.86,3.95,25.92,663.6,1.2,0.28,11.7,63.2,0.3,0,84,1027.3,
28,1/2/2019 4:00,MinhKhai,23.45,12.14,21.09,4.89,28.55,636,0.8,0.3,11.8,67.3,0.2,0,99,1025.9,
29,1/2/2019 5:00,MinhKhai,36.78,19.76,20.3,5.98,29.43,731.1,0.65,0.52,11.7,66.3,0.3,0,92,1026.1,
30,1/2/2019 6:00,MinhKhai,77.02,49.9,19.2,6.34,28.88,679.8,0.57,0.44,11.8,63.4,0.2,0,102,1026.5,
31,1/2/2019 7:00,MinhKhai,39.04,25.37,18.58,5.79,27.43,666.2,0.61,0.28,11.7,63.2,0.3,0,84,1027.3,
32,1/2/2019 8:00,MinhKhai,33,21.53,18.32,6.2,27.79,813.9,0.23,0.5,12.1,61.4,0.5,0,93,1028.1,
33,1/2/2019 9:00,MinhKhai,49.41,30.57,18.01,6.88,28.5,913.6,0.67,0.44,13.1,58.6,0.3,0,94,1028.6,
34,1/2/2019 10:00,MinhKhai,68.12,42.35,17.32,6.58,27.37,738.1,0.21,0.5,13.9,56,0.4,0,97,1028.3,
35,1/2/2019 11:00,MinhKhai,49.32,29.9,17.29,3.71,22.96,839.3,0.75,1,15.1,51.2,0.4,0,332,1027.1,
36,1/2/2019 12:00,MinhKhai,70.12,45.53,18.05,2.65,22.1,970,0.65,1.38,16.1,50.4,0.2,0,12,1025.4,
37,1/2/2019 13:00,MinhKhai,64.56,39.12,17.25,2.06,20.4,899.2,0.12,2.06,15.8,57.1,0.8,0.01,327,1024.1,
38,1/2/2019 14:00,MinhKhai,49.41,29.14,18.74,2.89,23.15,912.1,0.93,2.16,16.2,57,0.9,0,315,1023.1,
39,1/2/2019 15:00,MinhKhai,61.26,33.93,16.37,0.99,17.88,1004.1,0.25,3.08,16.2,58.5,1.2,0,326,1022.4,
40,1/2/2019 16:00,MinhKhai,72.57,43.59,17.02,2.68,21.09,1130.8,0.74,2.2,16.1,59.9,0.7,0,321,1022.7,
41,1/2/2019 17:00,MinhKhai,102.78,59.36,17.3,1.2,19.14,1129.8,0.43,1.82,15.7,62.9,1,0,331,1023.2,
42,1/2/2019 18:00,MinhKhai,111.67,67.35,19.58,2.89,23.99,1409.1,0.67,1.34,15.5,66.1,0.6,0,319,1024,
43,1/2/2019 19:00,MinhKhai,168.51,94.11,20.76,2.15,24.05,1693.3,1.12,0.96,15.4,67.9,0.4,0,328,1024.9,
44,1/2/2019 20:00,MinhKhai,117.85,59.17,22.16,3.55,27.58,1653.9,1.86,0.38,15.4,68.9,0.4,0,318,1025.5,
45,1/2/2019 21:00,MinhKhai,147.41,81.43,22.14,3.75,27.87,1692.6,1.36,0.34,15.2,70.5,0.5,0,323,1025.5,
46,1/2/2019 22:00,MinhKhai,132.58,72.02,22.27,6.46,32.15,1666.2,0.25,0.54,15.2,68.7,,0,111,1025.6,
47,1/2/2019 23:00,MinhKhai,71.26,43.26,21.89,6.86,32.37,1583.9,0.45,0.32,14.9,63,0.2,0,102,1025.4,
48,1/3/2019 0:00,MinhKhai,57.26,30.01,21.58,6.64,31.73,1249.8,0.64,0.1,14.7,62.2,0.2,0,107,1025,
49,1/3/2019 1:00,MinhKhai,112.57,60.59,20.67,6.36,30.39,1122,0.85,0.26,14.5,63.3,0.2,0,111,1024.8,
50,1/3/2019 2:00,MinhKhai,152.85,82.08,19.35,6.96,29.99,1212,0.26,0.56,14,67.4,0.2,0,101,1024.2,
51,1/3/2019 3:00,MinhKhai,112.85,65.26,19.6,6.3,29.22,955.4,0.05,0.28,13.7,68.6,0.1,0,86,1023.6,
52,1/3/2019 4:00,MinhKhai,102.57,58.32,19,3.95,25.04,886.6,1.04,0.5,13.5,68.9,0.2,0,79,1023.5,
53,1/3/2019 5:00,MinhKhai,97.26,50.27,18.93,3.39,24.1,877.4,0.95,0.76,13.4,70,0.1,0,87,1023.6,
54,1/3/2019 6:00,MinhKhai,114.27,62.72,18.87,4.04,25.04,911.3,0.81,0.46,13.4,70,0.1,0,87,1023.9,
55,1/3/2019 7:00,MinhKhai,58.65,32.82,18.89,4.58,25.88,710.8,0.59,0.24,13.3,68.8,0.1,0,112,1024.7,
56,1/3/2019 8:00,MinhKhai,51.26,27.11,18.78,4.49,25.65,827.1,0.72,0.4,13.6,69,0.4,0,105,1025.3,
57,1/3/2019 9:00,MinhKhai,76.48,41.96,18.72,5.15,26.59,964.2,0.27,0.6,14.3,65.4,0.3,0,82,1026,
58,1/3/2019 10:00,MinhKhai,72.46,38.75,18.45,5.48,26.82,796.8,0.75,0.56,15,63.6,0.3,0,94,1025.9,
59,1/3/2019 11:00,MinhKhai,115.64,62.44,18.66,6.25,28.23,808.2,1.12,0.6,15.7,61.5,0.1,0,106,1025.2,
60,1/3/2019 12:00,MinhKhai,71.27,37.42,19.14,3.94,25.15,874.6,1.07,1.04,16.2,60.4,0.1,0,74,1023.9,
61,1/3/2019 13:00,MinhKhai,114.65,59.67,19.98,5.05,27.7,978.7,1.52,1.46,17.4,56.6,0.4,0,321,1022.4,
62,1/3/2019 14:00,MinhKhai,115.85,66.33,18.53,2.85,22.88,836.9,1.25,1.48,18.1,54.2,0.2,0,339,1021.3,
63,1/3/2019 15:00,MinhKhai,88.51,45.06,20.84,8.84,34.34,1187.1,0.72,1.66,18.6,54.3,0.5,0,124,1020.6,
64,1/3/2019 16:00,MinhKhai,118.62,66.85,19.9,1.56,22.31,1040.3,0.12,1.62,18.2,56.4,0.1,0,77,1020.3,
65,1/3/2019 17:00,MinhKhai,102.46,56.29,20.57,1.81,23.36,979.5,0.08,0.82,17.5,60,0.3,0,118,1020.7,
66,1/3/2019 18:00,MinhKhai,132.86,74.25,21.45,2.23,24.85,1105.8,1.28,0.44,16.4,66.8,0.3,0,123,1021.4,
67,1/3/2019 19:00,MinhKhai,152.61,96.36,21.81,3.3,26.85,1270.2,1.08,0.7,16.3,69.3,0.3,0,107,1022,
68,1/3/2019 20:00,MinhKhai,157.92,83.3,18.68,4.35,25.33,1269.3,0.89,0.4,16.1,71.1,0.4,0,106,1022.6,
69,1/3/2019 21:00,MinhKhai,82.57,48.64,17.8,5.24,25.8,1099.3,0.96,0.4,15.8,72,0.5,0,109,1022.5,
70,1/3/2019 22:00,MinhKhai,61.22,34.77,17.4,5.85,26.36,1142,0.27,0.32,15.7,69.9,0.4,0,101,1022.3,
71,1/3/2019 23:00,MinhKhai,133.27,62.96,16.01,8.33,28.73,1167,0.47,0.32,15.6,70.5,0.2,0,97,1022.6,
72,1/4/2019 0:00,MinhKhai,85.24,45.23,15.93,10.51,31.99,995.4,0.08,0.06,15.3,72.5,0.2,0,134,1022.3,
73,1/4/2019 1:00,MinhKhai,107.51,58.59,16.66,10.74,33.06,819,1.9,0.14,15.1,73.1,0.2,0,113,1022.2,
74,1/4/2019 2:00,MinhKhai,57.36,31.8,14.78,10.99,31.55,940.5,2.04,0.44,15,72.8,0.1,0,114,1021.8,
75,1/4/2019 3:00,MinhKhai,112.85,67.88,13.54,11.69,31.4,916.3,1.64,0.3,14.6,74.8,0.4,0,117,1021.3,
76,1/4/2019 4:00,MinhKhai,122.68,66.43,12.97,10.76,29.43,722,1.15,0.24,14.5,76.2,0.5,0,110,1020.7,
77,1/4/2019 5:00,MinhKhai,105.57,50.68,12.34,11.08,29.24,805.9,0.35,0.28,13.7,84.7,0.5,0.01,112,1020.8,
78,1/4/2019 6:00,MinhKhai,67.25,32.75,11.8,12.08,30.25,859.7,0.54,0.3,13.6,86.9,0.1,0,121,1021.2,
79,1/4/2019 7:00,MinhKhai,55.81,34.78,12.24,13.23,32.45,772.4,0.56,0.18,13.7,87.4,,0,124,1021.9,
80,1/4/2019 8:00,MinhKhai,67.25,31.55,13.29,17.16,39.52,1030,1.47,0.24,13.9,85.6,0.2,0,138,1023.1,
81,1/4/2019 9:00,MinhKhai,83.21,47.84,11.82,20.88,43.72,1614,1.52,0.38,14.7,81.5,0.3,0,308,1023.9,
82,1/4/2019 10:00,MinhKhai,81.24,40.22,12.89,17.99,40.38,1594.3,1.12,0.3,15.7,77.2,0.4,0.01,325,1024,
83,1/4/2019 11:00,MinhKhai,102.96,51.71,14.76,14.83,37.42,1444.5,1.76,0.26,16.6,73.3,0.4,0,328,1023.5,
84,1/4/2019 12:00,MinhKhai,172.41,92.29,15.68,10.13,31.15,1472.3,0.59,0.64,17.6,68.5,0.6,0,323,1022.2,
85,1/4/2019 13:00,MinhKhai,138.65,66.43,16.24,3.96,22.29,1520.9,0.67,1.12,18.1,67.7,0.3,0,350,1021,
86,1/4/2019 14:00,MinhKhai,112.01,59.15,11.77,1.74,14.42,1159.7,1.17,1.82,18.6,65.9,0.3,0,314,1019.7,
87,1/4/2019 15:00,MinhKhai,132.68,71.45,11.92,2.13,15.17,1051.9,2.43,1.24,19.1,63.8,,0,61,1018.6,
88,1/4/2019 16:00,MinhKhai,122.17,60.86,13.5,2.6,17.48,1184.7,2.12,1.24,19,66.1,0.2,0,93,1018.8,
89,1/4/2019 17:00,MinhKhai,116.82,65.2,14.82,1.98,17.84,1171.3,1.96,0.64,18.6,69.3,0.2,0,127,1019,
90,1/4/2019 18:00,MinhKhai,104.17,54.74,15.53,2.99,20.11,1269,2.08,0.52,18,72.7,0.3,0.01,100,1019.3,
91,1/4/2019 19:00,MinhKhai,205.97,119.36,15.34,4.06,21.56,1369.6,0.85,0.42,17.9,73.5,0.1,0,106,1019.8,
92,1/4/2019 20:00,MinhKhai,198.74,104.76,15.74,5.46,24.09,1465.1,0.85,0.3,17.6,75.6,0.4,0,112,1020.1,
93,1/4/2019 21:00,MinhKhai,158.74,87.33,15.17,7.43,26.51,1434.5,1.52,0.22,17.4,76.6,0.3,0,111,1020.3,
94,1/4/2019 22:00,MinhKhai,112.85,60.94,14.63,9.1,28.55,1288.2,2.14,1.2,17.4,76.7,0.3,0,126,1020,
95,1/4/2019 23:00,MinhKhai,107.48,56.72,14.73,11.93,32.95,1416,2.25,0.2,17.3,77.4,0.3,0,123,1019.9,
96,1/5/2019 0:00,MinhKhai,133.29,76.32,14.29,13.44,34.8,1372.6,2.97,0.26,17.1,77.9,0.1,0,139,1019.8,
97,1/5/2019 1:00,MinhKhai,101.85,59.96,13.29,17.38,39.84,1195.3,3.12,0.18,17.1,78.2,0.1,0,137,1019.7,
98,1/5/2019 2:00,MinhKhai,98.57,54.47,12.11,15.76,36.19,1229.3,1.6,0.24,16.7,80.2,0.3,0,109,1019.5,
99,1/5/2019 3:00,MinhKhai,117.46,62.61,11.82,15.21,35.07,1107.2,1.75,0.3,16.1,84.6,0.4,0,109,1019.2,
100,1/5/2019 4:00,MinhKhai,98.74,59.91,11.54,15.2,34.76,980.8,2.56,0.26,16.1,85.8,0.1,0,110,1018.8,
101,1/5/2019 5:00,MinhKhai,87.52,48.92,10.68,14.84,33.35,854.6,3.07,0.28,16,86.1,0.2,0,120,1019.1,
102,1/5/2019 6:00,MinhKhai,109.65,51.26,10.58,16,35.03,973.2,0.27,0.34,16.1,86.2,0.2,0,134,1019.5,
103,1/5/2019 7:00,MinhKhai,91.26,48.75,10.75,20.59,42.21,985,0.69,0.32,16.2,85.7,0.1,0,125,1020.2,
104,1/5/2019 8:00,MinhKhai,97.82,47.44,10.1,18.88,38.96,1040.8,2.94,0.38,17.1,81,0.2,0,99,1020.5,
105,1/5/2019 9:00,MinhKhai,95.26,50.21,10.47,20.13,41.22,1376.1,1.17,0.32,19.2,70.9,0.1,0,9,1021,
106,1/5/2019 10:00,MinhKhai,88.64,48.64,12.51,18.3,40.42,1419.5,0.21,0.58,19.3,69.8,0.5,0,319,1021.5,
107,1/5/2019 11:00,MinhKhai,106.85,52.52,17.5,10.94,34.21,1408.1,2.59,0.88,20.3,67,0.7,0,321,1021.2,
108,1/5/2019 12:00,MinhKhai,132.67,71.46,16.64,6.38,26.38,1513.1,3.6,1.64,20.3,67.5,0.7,0,325,1020,
109,1/5/2019 13:00,MinhKhai,158.75,88.68,17.59,8.34,30.31,1791,0.61,2.4,21.1,64.1,0.1,0,293,1018.4,
110,1/5/2019 14:00,MinhKhai,126.12,64.35,16.01,2.99,20.57,1520.5,1.34,2.28,21.4,64.4,0.1,0,355,1017.6,
111,1/5/2019 15:00,MinhKhai,128.04,65.68,17.36,4.79,24.68,1426.3,3.39,2.24,22.3,60.4,0.2,0,340,1016.9,
112,1/5/2019 16:00,MinhKhai,138.9,68.33,13.47,1.45,15.68,1387.7,1.5,4.1,22.2,62.6,0.1,0,93,1017,
113,1/5/2019 17:00,MinhKhai,142.62,75.58,11.42,0.43,12.07,1299.9,0.19,4.3,21.5,66.3,0.3,0,109,1017.4,
114,1/5/2019 18:00,MinhKhai,91.91,59.32,16.18,1.69,18.76,1525.2,2.48,1.34,20.6,70.4,0.3,0,107,1017.8,
115,1/5/2019 19:00,MinhKhai,136.47,75.17,20.21,4.74,27.43,2202.5,3.66,0.48,20.7,70.4,0.2,0,103,1018.3,
116,1/5/2019 20:00,MinhKhai,185.86,95.72,22.04,21.98,55.64,2880.6,0.91,0.44,20.4,72.2,0.2,0,108,1019,
117,1/5/2019 21:00,MinhKhai,154.55,86.81,20.7,13.99,42.1,2507.2,1.9,0.16,20.3,73.7,0.1,0,152,1019.4,
118,1/5/2019 22:00,MinhKhai,171.42,91.24,18.79,14.79,41.39,2576.5,3.66,0.22,20.1,74,0.1,0,126,1019.6,
119,1/5/2019 23:00,MinhKhai,130.27,71.14,19.31,21.04,51.47,2658.6,1.15,0.34,19.9,76.4,0.1,0,120,1019.8,
120,1/6/2019 0:00,MinhKhai,114.32,65.05,14.8,12.66,34.15,2277.3,0.13,0.4,18.8,78.5,0.4,0,96,1020,
121,1/6/2019 1:00,MinhKhai,102.62,50.44,13.81,13.1,33.85,2010.5,4.06,0.24,17.8,85.2,0.3,0,111,1019.7,
122,1/6/2019 2:00,MinhKhai,89.57,48.94,12.84,12.68,32.22,1692.4,4.06,0.64,17.4,87.2,0.6,0,105,1019.2,
123,1/6/2019 3:00,MinhKhai,70.16,35.91,11.36,13.41,31.86,1576.7,1.04,0.36,17,87.8,0.5,0,104,1019,
124,1/6/2019 4:00,MinhKhai,58,27.08,10.81,13.16,30.92,1376.6,2.4,0.18,16.7,88,0.5,0,103,1018.7,
125,1/6/2019 5:00,MinhKhai,42.2,25.36,10.07,12.79,29.61,1063.8,4.11,0.78,16,87.5,0.3,0,103,1018.8,
126,1/6/2019 6:00,MinhKhai,68.45,32.47,10.47,12,28.8,1188.5,1.42,0.4,16,86,0.4,0,101,1019.3,
127,1/6/2019 7:00,MinhKhai,50.35,27.1,10.52,12.61,29.8,1058,0.64,0.28,16.2,84.9,0.4,0,116,1019.9,
128,1/6/2019 8:00,MinhKhai,48.35,24.29,10.28,15.19,33.48,1066,3.79,0.32,16.6,82.4,0.4,0,129,1020.7,
129,1/6/2019 9:00,MinhKhai,67.25,34.61,10.1,17.44,36.75,1076.8,3.84,0.06,17.4,79.8,0.2,0,120,1021.3,
130,1/6/2019 10:00,MinhKhai,79.14,42.35,10.22,15.29,33.58,1123.3,1.25,0.32,18.1,76,0.4,0,108,1021.3,
131,1/6/2019 11:00,MinhKhai,72.84,37.8,9.7,16.99,35.66,1040.8,2.59,0.46,18.9,72.7,0.4,0,102,1020.7,
132,1/6/2019 12:00,MinhKhai,90.9,48.66,9.61,13.61,30.39,865.6,4.33,0.66,19.4,68.8,0.1,0,47,1019.3,
133,1/6/2019 13:00,MinhKhai,48.91,25.12,10.72,15.26,31.26,1127.7,5.12,0.87,19.7,68.2,0.1,0,32,1018.7,
134,1/6/2019 14:00,MinhKhai,52.16,27.85,12.46,17.53,32.11,1264.8,5.86,1.12,20,67.5,0.1,0,31,1018.2,
135,1/6/2019 15:00,MinhKhai,87.65,45.41,11.23,7.11,22.1,968.5,3.84,0.9,20.5,67.7,0.5,0,104,1016.9,
136,1/6/2019 16:00,MinhKhai,72.46,43.33,10.64,4.83,18.01,949.2,3.76,1.5,20.1,69.3,0.6,0,109,1016.9,
137,1/6/2019 17:00,MinhKhai,155.74,80.2,11.86,4.1,18.11,1054.6,1.07,1.2,19.9,70.5,0.4,0,104,1017,
138,1/6/2019 18:00,MinhKhai,145.68,72.14,13.6,4.31,20.19,1059.2,2.88,0.52,19.5,73.4,0.3,0,107,1017.5,
139,1/6/2019 19:00,MinhKhai,79.76,42.89,14.48,5.26,22.52,1304.5,4.33,0.78,19.3,74.5,0.7,0,102,1017.9,
140,1/6/2019 20:00,MinhKhai,117.26,61.55,13.98,6.39,23.74,1479.5,1.79,0.24,18.8,76.4,0.5,0,104,1018.3,
141,1/6/2019 21:00,MinhKhai,134.25,72.16,13.54,9.24,27.66,1463.9,1.04,0.3,18.7,76.5,0.5,0,105,1018.6,
142,1/6/2019 22:00,MinhKhai,151.27,74.29,13.2,11.85,31.3,1422.4,4.06,0.08,18.6,78.5,0.4,0,101,1018.6,
143,1/6/2019 23:00,MinhKhai,112.54,62.89,11.99,13.99,33.37,1393.3,3.34,0.16,18.3,80.7,0.8,0,109,1018.6,
144,1/7/2019 0:00,MinhKhai,117.82,60.51,11.86,15.38,35.35,1370.4,1.39,0.32,17.6,86.6,0.5,0,106,1018.3,
145,1/7/2019 1:00,MinhKhai,102.45,59.97,10.91,16.9,36.73,1244.3,3.18,0.18,17.5,88.4,0.4,0,110,1018,
146,1/7/2019 2:00,MinhKhai,101.25,54.45,10.18,18.58,38.56,1105.1,4.22,0.5,17.7,88.4,0.2,0,113,1017.6,
147,1/7/2019 3:00,MinhKhai,91.52,47.51,9.74,19.74,39.9,1181.6,1.34,0.32,17.6,87.7,0.2,0,91,1017.4,
148,1/7/2019 4:00,MinhKhai,87.65,45.26,9.36,18.53,37.67,1117.2,1.09,0.3,17.2,88.4,0.5,0,105,1017.2,
149,1/7/2019 5:00,MinhKhai,72.46,39.9,8.75,18.9,37.63,1030.2,4.09,0.14,17.1,88.9,0.4,0,107,1017,
150,1/7/2019 6:00,MinhKhai,71.59,38.75,8.16,19.88,38.52,1052.4,2.91,0.26,17.2,89.1,0.2,0,108,1017.7,
151,1/7/2019 7:00,MinhKhai,58.64,32.91,7.89,20.7,39.52,1077.3,0.93,0.3,17.2,89.1,0.4,0,111,1018,
152,1/7/2019 8:00,MinhKhai,42.31,48.02,8.21,24.19,45.15,1123.2,3.26,0.18,17.4,89.3,0.2,0,121,1018.8,
153,1/7/2019 9:00,MinhKhai,95.27,50.88,7.77,30.55,54.45,1195.5,4.43,0.08,17.9,88.7,0.5,0,111,1018.2,
154,1/7/2019 10:00,MinhKhai,91.58,59.22,10.39,32,59.29,1351.5,1.55,0.42,18.6,85.2,0.2,0,112,1018.1,
155,1/7/2019 11:00,MinhKhai,102.46,59.26,11.8,30.78,58.81,1381.7,1.52,0.24,19.4,81.7,0.3,0,114,1017.9,
156,1/7/2019 12:00,MinhKhai,122.75,62.42,12.95,28.29,56.15,1365,4.49,0.26,20.3,76.7,0.2,0,115,1017.7,
157,1/7/2019 13:00,MinhKhai,136.89,70.72,14.15,25.59,53.25,1512.4,3.2,0.34,20.4,76.6,0.3,0,106,1016.8,
158,1/7/2019 14:00,MinhKhai,137.56,77.81,18.68,23.15,54.05,1642.2,1.55,0.54,20.9,74.4,0.1,0,112,1016.1,
159,1/7/2019 15:00,MinhKhai,93.12,58.39,16.64,19.83,46.93,1416.5,3.39,0.38,21,74.3,0.2,0,100,1015.6,
160,1/7/2019 16:00,MinhKhai,87.23,54.95,15.26,18.51,43.55,1362.4,4.49,0.4,20.7,75.7,0.2,0,100,1015.7,
161,1/7/2019 17:00,MinhKhai,121.78,77.47,15.28,14.75,37.82,1398.3,1.55,0.36,20.3,78,0.1,0,101,1016.4,
162,1/7/2019 18:00,MinhKhai,179.37,114.68,14.27,18.43,42.44,1467.5,1.55,0.26,19.7,81.1,0.3,0,99,1017,
163,1/7/2019 19:00,MinhKhai,135.21,88.72,13.22,19.85,43.55,1357.5,4.43,0.24,19.2,84.2,0.3,0,110,1017.3,
164,1/7/2019 20:00,MinhKhai,142.6,92.97,14.31,24.85,52.28,1681.5,2.72,0.42,18.9,86.5,0.2,0,119,1018,
165,1/7/2019 21:00,MinhKhai,173.39,111.48,11.65,31.99,60.53,1855.4,0.99,0.26,18.8,88.1,0.2,0,137,1018.2,
166,1/7/2019 22:00,MinhKhai,63.37,40.1,10.47,29.03,54.82,1837.4,3.34,0.16,18.7,88.5,0.1,0,127,1018.5,
167,1/7/2019 23:00,MinhKhai,39.31,22.7,9.59,31.11,57.13,2501.8,4.38,0.18,18.6,88.8,0.2,0,117,1018.3,
168,1/8/2019 0:00,MinhKhai,59.03,35.38,10.05,29.56,55.2,2225.2,1.34,0.38,18.6,89,0.3,0,114,1018,
169,1/8/2019 1:00,MinhKhai,80.86,53.92,9.02,26,48.74,2145.5,1.23,0.24,18.4,89.1,0.3,0,116,1018,
170,1/8/2019 2:00,MinhKhai,49.68,29.37,7.79,20.81,39.58,1682,3.6,0.76,18,89.1,0.5,0,104,1017.3,
171,1/8/2019 3:00,MinhKhai,38.45,22.79,7.43,20.7,39.06,1708.2,2.27,0.32,17.6,89.1,0.2,0,103,1017,
172,1/8/2019 4:00,MinhKhai,29.59,16.45,6.91,18.74,35.55,1599.1,0.69,0.3,17.2,89.1,0.4,0,106,1016.6,
173,1/8/2019 5:00,MinhKhai,26.29,15.62,6.32,16.78,31.95,1369.8,2.99,0.22,17.1,89.2,0.4,0,105,1016.6,
174,1/8/2019 6:00,MinhKhai,65.12,42.49,6.76,15.98,31.17,1237.4,3.84,0.46,16.9,89.2,0.3,0,113,1017.1,
175,1/8/2019 7:00,MinhKhai,39.02,24.33,6.47,14.44,28.54,1176.4,0.69,0.42,16.4,89.2,0.7,0,110,1017.4,
176,1/8/2019 8:00,MinhKhai,33.25,20.09,5.94,14.34,27.87,,1.23,0.28,16.4,89.2,0.8,0,104,1017.9,
177,1/8/2019 9:00,MinhKhai,24.98,13.77,5.46,13.93,26.74,1173.6,3.39,0.28,16.4,89.3,0.6,0,105,1018.5,
178,1/8/2019 10:00,MinhKhai,27.21,16.95,5.63,13.66,26.49,1155.9,2.19,0.36,16.5,89.2,1,0,104,1018.6,
179,1/8/2019 11:00,MinhKhai,36.03,21.88,5.58,13.36,26,1099.7,0.4,0.32,16.6,88.9,0.6,0,100,1018.2,
180,1/8/2019 12:00,MinhKhai,36.98,18.71,5.71,13.15,25.8,1043.1,3.36,0.26,16.7,88.4,0.5,0,105,1017.5,
181,1/8/2019 13:00,MinhKhai,68.12,42.32,6.07,12.34,24.93,1041.3,3.92,0.3,16.9,87.8,0.6,0,111,1016.5,
182,1/8/2019 14:00,MinhKhai,70.66,44.79,5.73,10.79,22.19,1009.9,0.83,0.52,17.2,82.5,1.2,0,108,1015.8,
183,1/8/2019 15:00,MinhKhai,51.26,26.87,5.67,10.53,21.75,998.3,1.52,0.34,17,82.7,0.6,0,98,1016,
184,1/8/2019 16:00,MinhKhai,40.68,21.21,5.31,9.03,19.1,982.3,3.71,0.42,16.8,82.3,0.8,0,97,1016.5,
185,1/8/2019 17:00,MinhKhai,47.21,25.21,9.02,6.25,18.57,1137.7,1.6,0.28,16.4,84.2,0.9,0,100,1017,
186,1/8/2019 18:00,MinhKhai,72.46,36.52,8.94,5.15,16.83,1195,0.85,0.44,16.4,81.8,0.9,0,97,1017.8,
187,1/8/2019 19:00,MinhKhai,58.65,31.23,8.46,4.46,15.28,1088,3.15,0.74,16.5,77.9,1.3,0,101,1018.8,
188,1/8/2019 20:00,MinhKhai,32.21,18.45,7.28,4.56,14.25,1050.6,3.55,0.6,16.1,77.7,0.8,0,99,1019.2,
